task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T395,Task_395,11,8,39,3,4,1528,764,130,computation,"T89,T258",True
T396,Task_396,33,2,74,4,1,985,642,401,computation,"T79,T304",True
T397,Task_397,20,8,85,4,2,1885,203,328,IO-bound,T282,False
T398,Task_398,27,9,33,3,3,1041,877,384,data-intensive,"T154,T84",True
T399,Task_399,1,8,23,1,3,1010,955,385,data-intensive,T322,True
T400,Task_400,50,3,25,3,4,872,487,179,data-intensive,"T80,T213",False
T401,Task_401,33,3,65,2,2,677,917,195,computation,T129,False
T402,Task_402,41,4,69,1,3,778,247,483,data-intensive,T134,True
T403,Task_403,28,10,25,3,1,1018,329,405,computation,"T207,T232",False
T404,Task_404,15,9,42,5,1,967,902,168,data-intensive,,True
T405,Task_405,27,2,40,3,3,522,989,3,computation,"T118,T339",False
T406,Task_406,39,5,26,2,1,664,222,395,computation,T1,True
T407,Task_407,28,8,52,5,4,848,953,311,data-intensive,,False
T408,Task_408,27,7,83,4,1,1783,166,435,computation,"T278,T388",False
T409,Task_409,14,3,50,2,4,1005,688,240,computation,T265,False
T410,Task_410,42,1,50,3,1,1515,179,275,data-intensive,,False
T411,Task_411,3,3,86,2,1,448,908,158,computation,"T197,T129",True
T412,Task_412,15,7,62,2,2,1007,867,82,IO-bound,,False
T413,Task_413,42,5,76,4,1,1427,429,7,data-intensive,T368,True
T414,Task_414,17,7,51,4,3,1291,713,253,computation,,True
T415,Task_415,15,4,94,5,4,1794,928,76,data-intensive,"T155,T413",False
T416,Task_416,11,1,57,1,3,296,804,167,computation,"T296,T195",False
T417,Task_417,31,8,59,2,4,1217,842,75,computation,,False
T418,Task_418,9,10,89,1,2,270,201,301,computation,"T61,T128",True
T419,Task_419,35,4,47,4,1,1435,523,206,data-intensive,"T312,T366",True
T420,Task_420,39,8,57,4,2,987,142,454,IO-bound,,False
T421,Task_421,12,4,44,2,2,1310,431,225,IO-bound,"T140,T370",True
T422,Task_422,39,9,40,5,1,1137,634,470,IO-bound,,True
T423,Task_423,46,5,72,5,3,351,129,115,computation,"T31,T312",True
T424,Task_424,26,9,39,4,4,1219,826,208,data-intensive,T66,False
T425,Task_425,29,4,78,2,2,1842,199,446,computation,,True
T426,Task_426,14,8,49,3,3,2045,952,213,data-intensive,,False
T427,Task_427,33,10,47,2,1,275,498,139,IO-bound,,True
T428,Task_428,17,3,24,5,3,1064,858,276,IO-bound,T277,False
T429,Task_429,11,10,79,3,1,1953,555,324,IO-bound,,True
T430,Task_430,20,6,97,2,1,1528,408,435,computation,T173,True
T431,Task_431,37,10,70,3,2,1553,660,209,IO-bound,"T277,T152",False
T432,Task_432,46,4,57,5,1,1872,992,351,data-intensive,,False
T433,Task_433,45,5,31,3,4,2040,332,128,IO-bound,,True
T434,Task_434,14,4,81,3,4,1154,847,290,IO-bound,"T122,T197",False
T435,Task_435,2,5,69,5,1,727,941,146,data-intensive,,False
T436,Task_436,2,2,61,5,1,892,673,34,IO-bound,,False
T437,Task_437,23,4,62,3,3,1787,786,164,computation,"T82,T385",True
T438,Task_438,1,10,80,5,2,445,829,279,IO-bound,T166,True
T439,Task_439,34,6,91,3,4,1296,189,146,data-intensive,,True
T440,Task_440,12,2,80,2,3,753,302,203,computation,T140,False
T441,Task_441,5,6,74,2,3,585,129,326,data-intensive,T108,True
T442,Task_442,36,1,83,2,4,582,779,155,data-intensive,T425,False
T443,Task_443,12,1,87,4,3,413,852,441,IO-bound,"T336,T160",True
T444,Task_444,45,2,51,1,1,1822,795,278,IO-bound,T185,True
T445,Task_445,6,8,87,3,1,880,961,193,computation,,False
T446,Task_446,31,8,29,3,1,1770,723,426,IO-bound,"T358,T188",True
T447,Task_447,19,8,92,2,4,1122,767,204,IO-bound,,True
T448,Task_448,1,8,54,5,2,365,441,261,IO-bound,"T426,T53",False
T449,Task_449,49,3,99,5,3,1824,356,33,IO-bound,T170,False
T450,Task_450,5,6,29,1,2,1020,503,244,computation,T146,True
T451,Task_451,27,4,28,5,2,1436,404,21,IO-bound,T6,False
T452,Task_452,43,4,39,2,4,1963,869,0,data-intensive,T54,False
T453,Task_453,31,4,33,5,4,747,301,384,IO-bound,,False
T454,Task_454,44,6,33,4,1,898,345,94,computation,"T248,T254",True
T455,Task_455,6,9,42,5,3,381,260,88,computation,"T406,T379",False
T456,Task_456,49,6,59,4,2,854,103,61,data-intensive,T22,False
T457,Task_457,20,3,46,4,4,1148,721,328,computation,,False
T458,Task_458,25,8,36,3,1,1951,776,285,computation,,False
T459,Task_459,34,2,64,1,4,1403,999,209,IO-bound,T120,False
T460,Task_460,9,9,29,4,1,1862,340,482,IO-bound,,False
T461,Task_461,16,1,74,3,1,282,812,129,IO-bound,"T451,T97",True
T462,Task_462,48,7,30,5,3,991,538,227,computation,,False
T463,Task_463,21,2,36,2,2,656,540,117,IO-bound,,True
T464,Task_464,50,9,27,5,4,1277,853,252,IO-bound,T357,False
T465,Task_465,41,3,41,2,4,379,212,128,computation,"T247,T55",True
T466,Task_466,22,8,27,1,4,1498,366,359,IO-bound,T180,True
T467,Task_467,44,4,21,3,3,1978,374,164,IO-bound,T383,False
T468,Task_468,28,10,22,1,1,1366,614,496,data-intensive,T173,True
T469,Task_469,16,1,82,4,4,1200,821,265,IO-bound,,False
T470,Task_470,8,2,23,5,2,612,708,96,data-intensive,,True
T471,Task_471,31,9,39,1,3,670,712,482,IO-bound,"T154,T215",False
T472,Task_472,0,1,42,1,2,1390,862,368,data-intensive,,False
T473,Task_473,47,4,21,3,2,611,286,302,data-intensive,T383,True
T474,Task_474,1,4,55,1,1,1801,204,166,computation,T54,True
T475,Task_475,36,6,54,2,2,661,881,492,data-intensive,"T445,T83",True
T476,Task_476,48,6,95,1,4,1745,159,52,data-intensive,,True
T477,Task_477,0,3,78,1,2,1515,888,160,data-intensive,,True
T478,Task_478,28,1,99,4,1,323,735,317,computation,"T346,T466",True
T479,Task_479,6,10,58,5,1,1393,393,21,IO-bound,,False
T480,Task_480,27,1,52,2,1,2020,252,84,computation,"T371,T257",True
T481,Task_481,17,10,42,1,3,1510,146,345,data-intensive,T53,False
T482,Task_482,15,4,23,2,2,832,960,461,computation,,True
T483,Task_483,19,4,98,2,3,1804,860,126,data-intensive,"T240,T153",True
T484,Task_484,6,1,96,3,3,1635,340,296,data-intensive,"T46,T356",True
T485,Task_485,3,7,57,5,1,442,408,242,data-intensive,T216,False
T486,Task_486,16,5,76,5,4,2024,574,250,IO-bound,T289,False
T487,Task_487,46,4,77,2,3,486,843,187,computation,,True
T488,Task_488,11,3,90,2,3,1438,442,64,IO-bound,,True
T489,Task_489,14,10,88,1,1,748,907,400,computation,T41,True
T490,Task_490,49,2,92,2,2,1216,319,130,IO-bound,,True
T491,Task_491,20,2,49,1,1,1738,831,1,IO-bound,T354,False
T492,Task_492,3,3,37,4,1,524,229,62,data-intensive,T317,False
T493,Task_493,44,3,22,2,3,1611,330,471,data-intensive,T128,True
T494,Task_494,17,9,89,5,3,1669,946,361,IO-bound,T82,True
T495,Task_495,2,4,74,3,2,381,257,143,computation,,False
T496,Task_496,13,6,34,2,1,1747,208,464,IO-bound,,True
T497,Task_497,36,6,54,1,4,874,894,367,IO-bound,,False
T498,Task_498,26,4,54,2,2,865,221,431,IO-bound,T174,True
T499,Task_499,22,5,70,2,1,1338,833,414,data-intensive,T319,True
T500,Task_500,19,4,67,3,4,1418,394,240,computation,T357,True
T501,Task_501,17,9,50,5,4,548,406,231,IO-bound,"T460,T212",True
T502,Task_502,23,2,21,1,1,1631,773,194,computation,,True
T503,Task_503,8,7,81,1,2,1176,557,473,data-intensive,,False
T504,Task_504,1,10,44,2,1,771,847,278,IO-bound,"T398,T222",False
T505,Task_505,41,6,42,1,3,892,446,353,data-intensive,"T258,T352",False
T506,Task_506,28,2,81,1,3,943,508,63,IO-bound,T135,False
T507,Task_507,20,7,71,4,2,1545,577,298,IO-bound,T17,True
T508,Task_508,7,10,28,3,1,1967,493,453,data-intensive,T397,True
T509,Task_509,34,9,32,2,2,960,979,72,data-intensive,,False
T510,Task_510,42,9,94,5,1,446,927,152,IO-bound,T183,True
T511,Task_511,26,3,99,3,3,972,307,335,data-intensive,T383,False
T512,Task_512,9,1,78,5,2,1690,127,450,IO-bound,"T186,T266",False
T513,Task_513,20,4,85,4,2,917,878,87,IO-bound,,False
T514,Task_514,30,3,34,4,2,915,119,445,computation,T112,False
T515,Task_515,18,10,89,3,1,688,220,314,data-intensive,,False
T516,Task_516,4,1,25,1,1,387,396,202,computation,T363,True
T517,Task_517,0,4,95,3,3,1260,309,87,IO-bound,"T392,T176",True
T518,Task_518,29,8,62,4,3,1651,650,426,computation,T316,True
T519,Task_519,15,3,79,2,4,1623,337,322,computation,T368,False
T520,Task_520,14,10,41,1,4,1252,491,183,computation,,False
T521,Task_521,38,7,32,2,3,1581,741,32,IO-bound,,True
T522,Task_522,19,7,48,2,3,1701,375,470,IO-bound,"T364,T396",True
T523,Task_523,25,8,88,5,1,464,845,37,data-intensive,T241,True
T524,Task_524,43,10,25,3,1,1202,387,376,IO-bound,T304,True
T525,Task_525,46,9,64,4,1,963,286,167,data-intensive,T514,True
T526,Task_526,28,10,49,3,3,1766,725,367,data-intensive,"T124,T72",True
T527,Task_527,21,8,65,2,3,771,540,97,computation,T361,False
T528,Task_528,26,3,68,5,2,531,196,293,computation,T4,True
T529,Task_529,35,9,66,1,1,614,883,130,data-intensive,T418,True
T530,Task_530,46,9,91,1,3,468,903,440,computation,,False
T531,Task_531,0,8,71,3,1,1105,360,19,computation,T73,True
T532,Task_532,24,9,40,3,2,1162,795,108,computation,T423,True
T533,Task_533,27,1,46,1,1,1113,536,409,data-intensive,"T19,T201",True
T534,Task_534,13,6,44,2,1,1464,720,470,computation,"T63,T365",False
T535,Task_535,45,7,58,4,4,1902,796,377,computation,T255,True
T536,Task_536,25,10,89,3,1,1320,608,276,data-intensive,T305,True
T537,Task_537,29,8,51,3,2,1627,582,85,data-intensive,T371,False
T538,Task_538,24,9,29,2,4,866,750,91,IO-bound,"T115,T446",True
T539,Task_539,5,9,28,3,1,1794,228,197,IO-bound,T92,False
T540,Task_540,4,2,65,1,1,325,273,439,data-intensive,"T423,T376",True
T541,Task_541,7,5,93,1,1,1445,375,95,IO-bound,,True
T542,Task_542,3,5,31,3,4,579,528,280,IO-bound,"T357,T365",True
T543,Task_543,11,5,50,3,4,717,564,84,computation,"T102,T196",True
T544,Task_544,44,10,91,2,3,1560,108,51,IO-bound,,False
T545,Task_545,26,5,81,5,3,1931,376,353,computation,,False
T546,Task_546,27,4,93,5,1,2044,694,385,computation,"T173,T178",False
T547,Task_547,38,2,26,5,4,2029,662,52,IO-bound,"T196,T276",False
T548,Task_548,49,4,99,4,4,1941,502,65,computation,T322,False
T549,Task_549,12,6,51,4,1,1594,850,95,data-intensive,"T212,T283",True
T550,Task_550,21,1,60,5,4,1969,583,481,data-intensive,,False
T551,Task_551,2,7,20,4,2,1471,890,149,data-intensive,T326,True
T552,Task_552,4,10,36,4,3,1396,185,205,computation,T488,True
T553,Task_553,1,6,31,2,3,1992,957,441,IO-bound,"T441,T435",False
T554,Task_554,15,10,91,5,4,806,449,210,computation,,True
T555,Task_555,0,1,78,3,1,1135,522,59,IO-bound,T67,True
T556,Task_556,27,8,51,1,2,1944,703,429,computation,T440,False
T557,Task_557,7,5,85,3,2,1862,535,282,IO-bound,"T146,T176",False
T558,Task_558,24,5,31,1,2,1051,250,257,IO-bound,"T121,T547",True
T559,Task_559,13,9,24,4,2,761,554,134,computation,"T235,T541",False
T560,Task_560,2,5,23,2,1,576,524,14,IO-bound,T416,True
T561,Task_561,29,1,77,1,3,859,446,298,IO-bound,T191,False
T562,Task_562,47,3,86,1,3,1067,578,80,data-intensive,,True
T563,Task_563,38,2,28,3,3,1493,817,493,IO-bound,"T551,T131",True
T564,Task_564,45,1,93,2,3,434,646,291,IO-bound,T526,False
T565,Task_565,16,7,32,1,4,1461,832,22,IO-bound,,True
T566,Task_566,39,3,68,2,3,1810,349,361,computation,T484,True
T567,Task_567,10,2,27,3,1,1032,384,97,IO-bound,,True
T568,Task_568,0,8,49,3,2,1929,219,110,data-intensive,"T171,T443",False
T569,Task_569,5,8,31,1,3,325,701,430,IO-bound,"T112,T130",True
T570,Task_570,43,3,53,3,3,1178,146,96,data-intensive,,False
T571,Task_571,29,6,93,1,2,1309,144,268,computation,,False
T572,Task_572,32,10,75,3,3,814,318,416,IO-bound,,True
T573,Task_573,9,7,94,4,2,987,390,336,IO-bound,"T567,T374",False
T574,Task_574,19,3,48,1,2,2001,908,38,IO-bound,T79,True
T575,Task_575,25,1,29,2,1,1140,939,461,data-intensive,T204,False
T576,Task_576,15,9,38,2,4,1924,229,243,data-intensive,"T450,T257",True
T577,Task_577,11,1,40,1,1,1043,454,389,data-intensive,"T467,T34",False
T578,Task_578,46,1,20,5,1,1770,105,196,IO-bound,,False
T579,Task_579,50,7,54,2,3,259,965,347,IO-bound,"T195,T177",True
T580,Task_580,29,9,39,4,1,1559,197,50,computation,"T361,T548",False
T581,Task_581,25,2,54,3,4,528,918,268,data-intensive,,True
T582,Task_582,50,6,67,3,1,1963,949,250,IO-bound,,False
T583,Task_583,9,2,74,1,3,1272,720,99,IO-bound,,False
T584,Task_584,44,6,73,3,4,1180,615,207,IO-bound,"T473,T386",True
T585,Task_585,24,2,89,2,2,1291,378,203,IO-bound,T519,False
T586,Task_586,22,10,92,1,3,332,594,272,computation,T462,False
T587,Task_587,43,1,68,3,1,568,346,117,computation,"T14,T531",False
T588,Task_588,41,8,56,4,4,1484,636,500,computation,"T307,T154",False
T589,Task_589,42,10,73,2,1,399,911,92,computation,T544,True
T590,Task_590,7,7,72,3,2,1850,377,256,data-intensive,T221,True
T591,Task_591,22,6,67,2,4,688,889,261,data-intensive,"T338,T301",True
T592,Task_592,4,4,59,2,1,1598,817,137,data-intensive,"T415,T176",True
T593,Task_593,6,5,99,5,2,534,556,318,computation,,True
T594,Task_594,28,5,93,3,3,1897,376,45,data-intensive,T424,False
T595,Task_595,41,4,92,2,4,2016,308,383,computation,T553,False
T596,Task_596,12,2,25,2,3,1055,429,133,IO-bound,"T524,T549",False
T597,Task_597,17,8,45,3,2,1640,350,446,data-intensive,T317,False
T598,Task_598,22,8,56,2,1,1907,358,451,computation,T346,False
T599,Task_599,1,6,95,1,4,1868,648,151,IO-bound,,True
T600,Task_600,16,1,65,1,1,1701,287,443,data-intensive,"T524,T147",False
T601,Task_601,29,2,95,3,4,1416,736,391,computation,,False
T602,Task_602,9,4,75,2,1,1355,164,203,IO-bound,"T52,T446",True
T603,Task_603,32,4,30,5,3,1334,594,443,IO-bound,,False
T604,Task_604,18,9,78,4,2,610,732,5,computation,T385,True
T605,Task_605,4,8,79,3,1,1068,804,353,data-intensive,,True
T606,Task_606,48,10,81,5,4,1194,159,270,computation,"T173,T165",False
T607,Task_607,6,4,41,3,4,1612,736,199,IO-bound,"T107,T241",True
T608,Task_608,39,2,78,3,4,1061,734,5,IO-bound,,False
T609,Task_609,45,7,29,3,3,1222,590,394,computation,T502,False
T610,Task_610,36,3,80,5,1,603,869,167,IO-bound,T78,True
T611,Task_611,25,5,82,4,1,1994,476,444,data-intensive,"T494,T205",True
T612,Task_612,24,2,61,4,4,758,627,469,computation,,True
T613,Task_613,50,10,28,3,3,1388,652,123,computation,,True
T614,Task_614,50,9,68,1,4,1796,323,207,computation,,True
T615,Task_615,43,3,95,5,3,2011,151,454,data-intensive,"T505,T342",True
T616,Task_616,28,7,69,3,4,1101,681,263,data-intensive,,True
T617,Task_617,30,7,85,3,2,1505,723,285,data-intensive,T67,True
T618,Task_618,6,6,35,1,3,1772,698,201,IO-bound,,True
T619,Task_619,26,10,97,5,2,794,993,441,data-intensive,,False
T620,Task_620,48,8,53,1,3,1440,802,41,IO-bound,T267,True
T621,Task_621,11,5,62,3,3,1495,348,221,computation,"T498,T469",False
T622,Task_622,40,2,47,1,1,612,270,211,data-intensive,T196,True
T623,Task_623,43,6,82,3,1,472,378,49,computation,,True
T624,Task_624,23,10,80,2,4,1939,909,411,IO-bound,"T505,T103",False
T625,Task_625,4,1,30,3,4,500,348,151,data-intensive,"T444,T121",True
T626,Task_626,43,3,21,5,1,511,165,191,data-intensive,,True
T627,Task_627,28,2,49,3,2,691,492,200,computation,"T105,T267",True
T628,Task_628,42,5,44,2,4,874,278,414,computation,,True
T629,Task_629,16,2,78,2,4,1671,790,8,data-intensive,,False
T630,Task_630,33,2,58,3,2,694,693,184,IO-bound,"T618,T505",False
T631,Task_631,13,2,38,1,4,2005,395,444,computation,T264,False
T632,Task_632,44,7,82,3,3,596,920,71,data-intensive,,False
T633,Task_633,0,3,91,5,3,1095,529,415,data-intensive,T486,True
T634,Task_634,17,4,85,5,4,342,281,9,IO-bound,,True
T635,Task_635,7,4,27,3,3,1223,295,427,computation,"T84,T257",True
T636,Task_636,31,6,78,2,1,1015,335,97,computation,"T350,T609",False
T637,Task_637,45,6,59,5,1,1927,891,475,computation,T107,True
T638,Task_638,21,7,26,1,3,1802,488,21,computation,T64,True
T639,Task_639,12,7,40,3,1,498,447,317,IO-bound,,False
T640,Task_640,7,1,64,1,1,1376,621,138,IO-bound,"T537,T467",True
T641,Task_641,3,1,81,5,2,630,282,416,computation,,False
T642,Task_642,6,2,68,2,4,390,263,182,IO-bound,T391,True
T643,Task_643,24,2,48,1,3,875,408,461,IO-bound,,False
T644,Task_644,7,2,34,3,1,1880,287,14,IO-bound,T120,False
T645,Task_645,46,9,79,2,2,1499,923,218,data-intensive,"T608,T350",True
T646,Task_646,15,8,43,4,3,504,472,159,computation,"T571,T80",False
T647,Task_647,18,4,87,2,2,2005,496,480,data-intensive,,False
T648,Task_648,38,7,99,1,3,593,359,79,IO-bound,"T22,T441",False
T649,Task_649,25,3,25,4,4,1395,957,229,IO-bound,T243,True
T650,Task_650,11,4,85,1,2,1049,227,263,computation,,True
T651,Task_651,44,4,39,2,2,1238,572,59,computation,,True
T652,Task_652,22,7,49,3,3,1538,311,230,computation,T270,False
T653,Task_653,11,2,77,3,3,532,611,298,IO-bound,"T321,T7",False
T654,Task_654,47,7,58,3,4,354,373,220,IO-bound,T305,True
T655,Task_655,22,4,96,4,3,1397,680,445,IO-bound,"T33,T67",False
T656,Task_656,22,5,54,4,1,1722,930,249,data-intensive,"T463,T616",True
T657,Task_657,33,4,94,4,3,1164,913,140,computation,T285,True
T658,Task_658,34,10,35,2,4,901,239,265,IO-bound,,True
T659,Task_659,21,6,85,3,3,1241,858,73,data-intensive,"T6,T571",False
T660,Task_660,13,9,95,4,1,1552,849,97,data-intensive,,False
T661,Task_661,32,8,38,4,2,291,122,161,IO-bound,"T84,T443",False
T662,Task_662,0,1,47,1,2,537,435,41,IO-bound,,False
T663,Task_663,3,8,43,5,3,417,603,399,computation,T544,False
T664,Task_664,26,10,85,2,4,383,889,302,computation,"T192,T110",True
T665,Task_665,37,6,100,2,2,1895,404,368,computation,T412,True
T666,Task_666,1,3,33,1,3,762,228,391,IO-bound,"T149,T186",False
T667,Task_667,4,2,45,5,1,1598,259,176,data-intensive,T459,False
T668,Task_668,41,5,68,2,1,1619,183,204,data-intensive,"T179,T304",True
T669,Task_669,19,2,83,5,2,1991,171,446,computation,"T559,T275",True
T670,Task_670,33,3,79,1,1,1105,879,389,data-intensive,T186,True
T671,Task_671,39,3,26,4,2,1702,639,207,data-intensive,,False
T672,Task_672,26,1,86,5,4,1556,823,88,computation,"T414,T360",True
T673,Task_673,23,6,33,2,2,649,600,109,IO-bound,T386,False
T674,Task_674,30,7,28,5,3,1352,176,79,computation,T341,False
T675,Task_675,38,5,81,3,4,603,352,118,computation,,True
T676,Task_676,10,9,96,5,1,1892,691,106,computation,,False
T677,Task_677,28,10,21,4,3,453,465,428,computation,,False
T678,Task_678,1,9,58,1,4,1776,564,189,data-intensive,T147,False
T679,Task_679,0,9,39,1,2,1643,516,437,data-intensive,,False
T680,Task_680,8,10,80,4,2,1836,190,78,computation,T404,True
T681,Task_681,44,9,54,3,4,649,184,17,IO-bound,T558,False
T682,Task_682,23,3,54,5,1,1527,372,389,data-intensive,T27,False
T683,Task_683,49,1,78,5,1,1961,836,33,computation,T673,False
T684,Task_684,46,4,71,4,2,1691,125,446,IO-bound,T488,False
T685,Task_685,38,4,58,3,4,1128,133,247,computation,,True
T686,Task_686,40,6,95,3,4,639,739,451,data-intensive,"T334,T347",True
T687,Task_687,1,5,53,2,2,1805,612,181,IO-bound,,True
T688,Task_688,42,10,45,1,3,422,809,98,data-intensive,"T266,T403",True
T689,Task_689,36,9,74,1,2,646,746,271,computation,"T473,T646",True
T690,Task_690,0,2,71,3,1,1695,774,175,data-intensive,,True
T691,Task_691,0,4,41,1,4,1278,765,95,IO-bound,"T448,T403",True
T692,Task_692,29,5,88,3,3,745,539,393,computation,T295,True
T693,Task_693,18,4,82,5,1,760,702,453,data-intensive,T440,False
T694,Task_694,27,1,28,4,2,670,760,122,computation,,True
T695,Task_695,40,7,41,5,4,1803,934,47,data-intensive,,False
T696,Task_696,25,1,59,4,1,1256,610,112,IO-bound,,False
T697,Task_697,5,6,25,5,4,896,346,380,computation,"T511,T545",True
T698,Task_698,30,5,35,3,2,390,398,70,data-intensive,"T559,T413",True
T699,Task_699,50,2,33,5,4,444,477,122,data-intensive,T669,True
T700,Task_700,44,5,24,1,3,455,391,469,computation,T194,False
T701,Task_701,35,10,29,1,2,1639,630,211,computation,,False
T702,Task_702,22,3,92,4,4,365,657,221,data-intensive,,True
T703,Task_703,22,6,20,5,2,1597,368,316,computation,"T161,T256",True
T704,Task_704,23,6,53,3,4,1075,461,216,computation,,True
T705,Task_705,32,6,58,5,1,1254,525,297,computation,T630,True
T706,Task_706,13,7,51,4,3,1551,198,308,IO-bound,T467,True
T707,Task_707,12,5,97,4,4,1023,451,353,IO-bound,"T117,T693",False
T708,Task_708,35,3,31,1,3,647,658,91,computation,"T221,T230",False
T709,Task_709,19,2,71,5,1,291,606,131,IO-bound,"T336,T92",False
T710,Task_710,48,2,81,4,3,1709,841,210,IO-bound,,False
T711,Task_711,31,10,41,3,4,1790,962,138,data-intensive,"T640,T106",True
T712,Task_712,10,10,66,5,4,492,165,256,IO-bound,,False
T713,Task_713,29,8,78,2,3,914,792,459,data-intensive,,False
T714,Task_714,26,9,54,1,2,1804,597,352,data-intensive,"T195,T81",True
T715,Task_715,24,9,51,3,2,1060,866,197,data-intensive,,False
T716,Task_716,11,6,66,5,1,997,428,218,IO-bound,"T297,T403",False
T717,Task_717,26,5,36,4,3,617,726,149,IO-bound,,False
T718,Task_718,43,4,36,5,4,852,313,262,computation,"T353,T173",True
T719,Task_719,16,6,30,1,4,958,713,371,IO-bound,T77,False
T720,Task_720,27,2,88,4,1,1931,902,334,data-intensive,T39,True
T721,Task_721,27,2,40,4,2,1199,937,328,IO-bound,T211,True
T722,Task_722,2,6,45,1,4,1785,350,264,IO-bound,,True
T723,Task_723,48,5,32,4,4,1010,939,186,computation,,True
T724,Task_724,31,4,70,5,1,660,739,283,computation,T593,False
T725,Task_725,1,4,27,5,1,721,485,381,computation,T354,False
T726,Task_726,24,6,72,1,2,1611,442,365,IO-bound,T511,False
T727,Task_727,40,7,94,2,3,1475,650,465,IO-bound,,True
